Incident ID,Incident Date,State,City Or County,Address,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested
2119470,2021-09-18T00:00:00Z,New York,Bronx,Teller Avenue and E 172nd Street,1,3,0,0,0
2119101,2021-09-18T00:00:00Z,Illinois,Danville,3164 E Main Street,2,2,0,0,2
2119478,2021-09-18T00:00:00Z,Louisiana,Opelousas,500 Sapphire Street,0,5,0,0,0
2118451,2021-09-17T00:00:00Z,Georgia,Augusta,519 Broad Street,0,4,0,0,2
2116343,2021-09-14T00:00:00Z,Maryland,Baltimore,1700 N Milton Avenue,0,4,0,0,0
2116205,2021-09-14T00:00:00Z,Ohio,Cleveland,2747 Cedar Avenue,0,6,0,0,0
2115522,2021-09-13T00:00:00Z,Wisconsin,Milwaukee,3073 N Sherman Blvd,0,5,0,0,0
2115947,2021-09-12T00:00:00Z,Minnesota,Saint Paul,7th Street W and N Walnut Street,4,0,0,0,1
2114626,2021-09-12T00:00:00Z,Texas,Temple,900 S 24th Street,0,4,0,0,1
2122103,2021-09-12T00:00:00Z,Illinois,Blue Island,12200 S Irving Avenue,2,2,0,0,0
2114481,2021-09-12T00:00:00Z,Michigan,Detroit,2700 Halleck Street,2,4,0,0,0
2114510,2021-09-11T00:00:00Z,Alabama,Dothan,2000 Reeves Street,0,5,0,0,0
2114583,2021-09-11T00:00:00Z,New York,Utica,700 Noyes Street,1,3,0,0,1
2113623,2021-09-11T00:00:00Z,Illinois,Chicago,900 E 79th Street,1,3,0,0,0
2113841,2021-09-11T00:00:00Z,Illinois,Chicago,300 E Kensington Avenue,2,4,0,0,0
2113769,2021-09-11T00:00:00Z,New Jersey,Paterson,E 18th Street and Fulton Pl,0,4,0,0,0
2112450,2021-09-10T00:00:00Z,Florida,Orlando,5526 S Orange Blossom Trl,0,4,0,0,0
2111858,2021-09-09T00:00:00Z,Illinois,East Saint Louis,510 Martin Luther King Dr,0,7,0,0,3
2112252,2021-09-09T00:00:00Z,Alabama,Montgomery,1800 Cotton Court,1,3,0,0,0
2111895,2021-09-08T00:00:00Z,Missouri,Saint Louis,4000 Street Ferdinand Avenue,0,4,0,0,0
2110346,2021-09-07T00:00:00Z,Delaware,Wilmington,A Street and New Castle Avenue,0,4,0,0,0
2110077,2021-09-07T00:00:00Z,Kansas,Wichita,351 N Mosley Street,1,5,0,0,1
2109075,2021-09-06T00:00:00Z,Georgia,Atlanta,868 Joseph E Boone Blvd Northwest,0,5,0,0,0
2108892,2021-09-05T00:00:00Z,Missouri,Independence,116 W Lexington Avenue,0,4,0,0,0
2108560,2021-09-05T00:00:00Z,New York,Bronx,4848 White Plains Road,0,4,0,0,0
2108414,2021-09-05T00:00:00Z,Texas,Houston,7518 Imogene Street,4,0,0,0,0
2108378,2021-09-05T00:00:00Z,Georgia,Athens,E Clayton Street and N Jackson Street,0,6,0,0,1
2108302,2021-09-05T00:00:00Z,Florida,Lakeland,N Socrum Loop Road and Fulton Green Road,4,1,0,1,1
2109384,2021-09-05T00:00:00Z,Ohio,Cincinnati,6308 Corbly Road,0,4,0,0,0
2107828,2021-09-04T00:00:00Z,Louisiana,Monroe,1600 Winnsboro Road,1,3,0,0,0
2108073,2021-09-04T00:00:00Z,Louisiana,Shreveport,8300 Millicent Way,1,3,0,0,3
2108406,2021-09-04T00:00:00Z,Georgia,Warner Robins,Mauldon Ct and Dunmurry Pl,1,4,0,0,2
2107875,2021-09-04T00:00:00Z,Pennsylvania,Pittsburgh,7300 Hamilton Avenue,0,4,0,0,1
2107476,2021-09-04T00:00:00Z,Illinois,Chicago,1400 S Tripp Avenue,0,5,0,0,0
2107930,2021-09-04T00:00:00Z,District of Columbia,Washington,700 Longfellow Street Northwest,3,3,0,0,3
2107621,2021-09-03T00:00:00Z,Texas,Austin,9345 US-290,1,3,0,0,0
2107168,2021-09-03T00:00:00Z,New York,Syracuse,Nelson Street and W Marcellus Street,0,4,0,0,0
2107467,2021-09-03T00:00:00Z,Louisiana,New Iberia,927 S Lewis Street,1,3,0,0,0
2107198,2021-09-02T00:00:00Z,New York,Niagara Falls,336 19th Street,0,4,0,0,0
2104725,2021-08-31T00:00:00Z,North Carolina,Elm City,3500 London Church Road,2,2,0,0,1
2104181,2021-08-30T00:00:00Z,Illinois,Normal,2000 Lambert Dr,2,3,1,0,0
2103256,2021-08-29T00:00:00Z,Tennessee,Nashville,2621 Jefferson Street,0,5,0,0,1
2102991,2021-08-29T00:00:00Z,Nevada,Las Vegas,1750 S Rainbow Blvd,1,3,0,0,3
2103311,2021-08-29T00:00:00Z,Wisconsin,Milwaukee,N 41st Street and W Lloyd Street,0,4,0,0,0
2103132,2021-08-28T00:00:00Z,New York,Albany,Sherman Street and Henry Johnson Blvd,0,5,0,0,0
2103035,2021-08-28T00:00:00Z,California,San Diego,3100 Mission Blvd,0,4,0,0,0
2102694,2021-08-28T00:00:00Z,Illinois,Chicago,2800 W 12th Pl,0,4,0,0,0
2102082,2021-08-27T00:00:00Z,Pennsylvania,Sharon Hill,300 Calcon Hook Road,1,4,0,0,5
2101199,2021-08-27T00:00:00Z,California,Los Angeles,8400 Fountain Avenue,0,4,0,0,0
2101774,2021-08-27T00:00:00Z,West Virginia,Huntington,300 Oney Avenue,2,2,0,0,1
2100578,2021-08-26T00:00:00Z,Minnesota,Minneapolis,3006 Lyndale Avenue,0,7,0,0,0
2100397,2021-08-25T00:00:00Z,Washington,Kennewick,217215 E Finley Road,3,1,1,0,0
2098246,2021-08-23T00:00:00Z,Illinois,Chicago,W Wilson Avenue and N Sheridan Road,0,4,0,0,0
2097075,2021-08-22T00:00:00Z,Illinois,Chicago,3400 W Lake Street,1,4,0,0,0
2097481,2021-08-22T00:00:00Z,Illinois,Carbondale,501 W Cherry Street,1,3,0,0,1
2097494,2021-08-22T00:00:00Z,Colorado,Denver,19th Street and Blake Street,1,5,0,0,0
2097271,2021-08-22T00:00:00Z,Michigan,Grand Rapids,1500 Linden Avenue Southeast,1,3,0,0,0
2098321,2021-08-22T00:00:00Z,Oregon,Portland,322 Northwest Everett Street,0,5,0,0,0
2096687,2021-08-21T00:00:00Z,Illinois,Chicago,3500 W Walnut Street,0,4,0,0,0
2097063,2021-08-21T00:00:00Z,Illinois,Chicago,1600 E 87th Pl,1,5,0,0,0
2095800,2021-08-20T00:00:00Z,Michigan,Flint,2905 Saginaw Street,1,3,0,0,0
2095116,2021-08-19T00:00:00Z,Illinois,Chicago,300 E 47th Street,0,4,0,0,0
2095394,2021-08-19T00:00:00Z,Maryland,Edgewood,1700 Crimson Tree Way,1,3,0,0,0
2095087,2021-08-19T00:00:00Z,Pennsylvania,Philadelphia,5100 Germantown Avenue,1,4,0,0,0
2094421,2021-08-18T00:00:00Z,Maryland,Germantown,19575 Scenery Dr,1,3,0,0,1
2094457,2021-08-18T00:00:00Z,North Carolina,Durham,Ridgeway Avenue and Wabash Street,1,3,0,0,0
2094071,2021-08-18T00:00:00Z,Ohio,Youngstown,619 Samuel Avenue,2,4,0,0,0
2094035,2021-08-18T00:00:00Z,California,Los Angeles,W Jefferson Blvd and Culver Blvd,0,4,0,0,1
2093581,2021-08-17T00:00:00Z,New York,Brooklyn,422 Mother Gaston Blvd,0,5,0,0,0
2092469,2021-08-16T00:00:00Z,New York,Brooklyn,927 DeKalb Avenue,0,8,0,0,0
2092227,2021-08-16T00:00:00Z,Michigan,Detroit,4421 Central Avenue,1,3,0,0,0
2091597,2021-08-15T00:00:00Z,Texas,San Antonio,1621 S New Braunfels Avenue,3,2,0,0,2
2091489,2021-08-15T00:00:00Z,Illinois,Chicago,1300 E 75th Street,0,4,0,0,0
2091531,2021-08-14T00:00:00Z,Indiana,Indianapolis,Wheeler Street and E 28th Street,1,3,0,0,0
2090949,2021-08-14T00:00:00Z,New York,Brooklyn,Lexington Avenue and Marcy Avenue,0,4,0,0,0
2090971,2021-08-14T00:00:00Z,Ohio,Akron,271 Maiden Ln,0,5,0,0,0
2090777,2021-08-14T00:00:00Z,Indiana,Indianapolis,Lafayette Road and W 38th Street,1,4,0,0,0
2090924,2021-08-14T00:00:00Z,New Jersey,Trenton,875 New Willow Street,0,4,0,0,0
2092110,2021-08-14T00:00:00Z,Texas,Wichita Falls,2406 Sheppard Access Road,0,4,0,0,0
2089972,2021-08-13T00:00:00Z,Nevada,Las Vegas,2601 E Sunset Road,0,6,1,0,0
2088659,2021-08-11T00:00:00Z,Pennsylvania,Philadelphia,5500 Rising Sun Avenue,1,4,0,0,0
2087433,2021-08-10T00:00:00Z,Oregon,Portland,Northeast Milton Street,2,4,0,0,0
2086148,2021-08-09T00:00:00Z,Massachusetts,Boston,27 Irma Street,1,5,0,0,1
2086236,2021-08-09T00:00:00Z,Michigan,Flint,3201 Hammerberg Road,2,4,0,0,1
2085396,2021-08-08T00:00:00Z,New York,Brooklyn,101 Wortman Avenue,3,2,0,0,0
2085388,2021-08-08T00:00:00Z,Illinois,Chicago,1800 W 87th Street,1,5,0,1,1
2085401,2021-08-08T00:00:00Z,Illinois,Chicago,8300 S Halsted Street,1,4,0,0,0
2085489,2021-08-08T00:00:00Z,Texas,Houston,2504 FM 1960 Road E,1,5,0,0,0
2085438,2021-08-08T00:00:00Z,District of Columbia,Washington,3600 New York Avenue Northeast,0,4,0,0,0
2085542,2021-08-08T00:00:00Z,Louisiana,New Orleans,700 Bourbon Street,0,5,0,0,1
2085256,2021-08-07T00:00:00Z,Alabama,Montgomery,200 John Morris Avenue,0,4,0,0,0
2085071,2021-08-07T00:00:00Z,Illinois,Chicago,211 S Maplewood Avenue,0,4,0,0,0
2084884,2021-08-07T00:00:00Z,Virginia,Norfolk,700 Granby Street,0,4,0,0,0
2084889,2021-08-06T00:00:00Z,Tennessee,Nashville,1000 43rd Avenue North,0,4,0,0,0
2082957,2021-08-04T00:00:00Z,Pennsylvania,Philadelphia,3653 Germantown Avenue,0,4,0,0,0
2081884,2021-08-03T00:00:00Z,Illinois,Urbana,1204 W Church Street,1,3,0,0,0
2081131,2021-08-02T00:00:00Z,South Carolina,Greenwood,101 Heddy Road,3,1,0,0,1
2080733,2021-08-02T00:00:00Z,South Carolina,Columbia,6908 Two Notch Road,0,9,0,0,0
2080390,2021-08-01T00:00:00Z,Texas,Nacogdoches,1400 Dolph Street,1,3,0,0,5
2080536,2021-08-01T00:00:00Z,Rhode Island,Providence,77 Reservoir Avenue,0,5,0,0,0
2079920,2021-08-01T00:00:00Z,Louisiana,New Orleans,1600 Iberville Street,1,3,0,0,1
2079913,2021-08-01T00:00:00Z,Louisiana,New Orleans,Bourbon Street and Orleans Avenue,0,4,0,1,3
2079044,2021-07-31T00:00:00Z,Ohio,Columbus,1662 W Mound Street,1,5,0,0,0
2078897,2021-07-31T00:00:00Z,Illinois,Chicago,1600 E Hayes Dr,1,3,0,0,0
2079271,2021-07-31T00:00:00Z,Indiana,Indianapolis,1134 W 30th Street,0,5,0,0,1
2080006,2021-07-31T00:00:00Z,Michigan,Saginaw,2700 Lynnwood Avenue,2,2,0,0,0
2079516,2021-07-31T00:00:00Z,New York,Corona,97-07 37th Avenue,0,10,0,0,0
2081480,2021-07-31T00:00:00Z,Ohio,Cleveland,3100 W 25th Street,0,5,0,0,0
2079533,2021-07-31T00:00:00Z,Kentucky,Lexington,414 East 5th Street,0,5,0,0,0
2078540,2021-07-29T00:00:00Z,Iowa,Davenport,Pacific Street and West Locust Street,0,4,0,0,0
2077587,2021-07-29T00:00:00Z,Pennsylvania,Pittsburgh,239 Gilkeson Road,2,2,1,0,0
2077018,2021-07-28T00:00:00Z,District of Columbia,Washington,3400 22nd Street Southeast,0,4,0,0,0
2077549,2021-07-28T00:00:00Z,Alabama,Montgomery,1800 Rosa Parks Avenue,1,3,0,0,2
2076889,2021-07-28T00:00:00Z,South Carolina,Charleston,Hanover Street and Johnson Street,1,4,0,0,1
